"canopy_height_m"	"ldmc_geo_mgg"	"leaf_mass_mg"	"leaf_size_mm2"	"seed_mass_mg"
0.3762	-0.0456	0.4247	0.645	-1.1019
-0.4324	-1.192	-1.57	-0.1981	-0.1657
-1.3266	-2.5717	-1.7204	-1.9658	-1.8599
-1.2977	-2.2348	-1.7653	-1.8336	-1.5747
-1.7534	-5.2029	-2.0688	-2.0239	-1.7342
-0.8362	-1.4015	-0.6575	0.0228	-2.196
-1.2692	-0.0118	-0.6479	-0.6516	-0.6016
-0.0313	-1.2682	0.7597	0.9345	-1.0074
-0.6133	-0.7672	-0.4317	-0.3271	-0.6171
1.2334	0.0765	0.7223	0.86	0.4869
0.6567	0.2845	-0.1089	0.9681	0.5312
0.1585	0.3952	0.2972	0.151	0.2815
-0.7552	1.0331	0.0079	0.0238	0.0557
-0.9993	0.0394	-0.28	-2.3033	0.2802
0.3472	-1.3153	0.2753	-0.1918	-0.1198
-0.3611	-1.0621	-0.6246	-0.4123	-0.5211
0.1884	-0.6793	0.3239	0.1152	-0.0002
-0.28	0.5278	-0.35	0.231	-0.4931
-0.3435	-0.2867	0.2122	0.055	-0.0264
-0.1493	-0.7048	0.3667	-0.2751	0.6572
2.6199	-1.3694	1.0605	1.24	0.4252
0.0695	-0.7652	0.8849	1.0296	-1.0092
-1.0638	-0.4668	0.7529	1.047	-1.0914
0.7469	2.6474	0.3434	1.0345	1.6297
0.2348	0.5273	0.4318	0.4768	0.1661
0.7621	1.4038	1.3282	1.379	-0.0952
0.1862	-1.0499	0.8468	0.9502	-0.7237
0.7593	-1.1705	-0.3601	1.3041	-0.5187
0.2401	2.6378	1.573	1.473	1.3907
-0.6302	-0.6398	-1.6326	-0.8479	-0.2095
-0.7488	-1.3966	-1.3048	-2.0279	0.01
-1.2072	-2.1869	-0.8032	-2.2491	-1.6268
-0.8868	-1.1113	-0.8894	-0.7905	-0.1447
-0.1535	0.3408	-0.2518	-0.234	0.2686
-0.7861	-2.0684	-1.611	-0.3542	-0.4433
-1.4761	-2.0597	-0.9561	-0.4737	-0.5083
-0.8397	-2.0617	-0.8565	-1.8014	-0.108
0.7947	-2.1319	1.0648	1.2186	-1.188
-0.3767	-1.2412	-0.3692	-0.6078	0.8771
0.6993	1.5023	0.9256	0.5248	0.8197
0.5116	0.5207	0.1966	0.3267	0.4436
-0.272	-0.3376	0.5878	0.8353	-1.0357
0.7017	0.4621	1.1874	0.9987	-0.5706
-1.667	1.3135	-0.8734	-1.0353	0.1081
-0.622	-1.4973	-1.4672	-1.6045	-0.1145
-0.4189	-1.0939	-1.464	-0.8093	-0.266
-0.3995	1.8647	1.3043	0.0039	-0.0554
-0.7267	0.2734	1.7981	2.0527	-1.4618
0.4138	1.6524	1.6972	1.8961	0.1776
0.8933	-0.0426	0.7234	0.988	-0.2307
0.579	0.4767	-0.2249	1.2107	0.5221
0.3282	0.1608	-0.0389	0.0676	-0.005
0.1262	-1.3299	0.6203	0.7602	-1.2437
-2.1099	1.5204	-1.1328	-1.409	0.201
0.0747	0.1775	-0.6318	-1.0254	1.0165
0.3494	-1.6257	0.056	-3.5395	2.6525
-0.092	0.0441	-1.4698	0.2566	1.1216
-0.9121	-0.9131	-0.6596	-0.7251	-0.5198
-1.5441	0.7886	-0.9665	-0.9003	-0.5182
-2.4917	0.1842	-1.1504	-1.0565	-0.346
-0.6842	-0.0216	-0.9002	-0.8492	0.3606
-0.0952	0.6774	0.3502	0.3184	0.0224
0.1208	0.0294	0.2515	-0.2947	0.5056
0.0244	0.9155	0.2444	0.2404	0.3167
-0.336	-2.778	-2.0179	-1.9901	-0.5331
-0.2926	0.4898	-0.1231	-0.131	0.0156
-0.6786	-0.0028	-0.5965	-0.2128	-0.244
-0.9533	-0.2431	-0.8548	-0.6568	-0.1719
0.4557	1.0275	0.158	0.0119	0.3529
-1.0574	0.4921	0.0504	-0.3137	0.306
0.9819	0.616	0.5993	-1.0225	1.7077
0.5098	0.1142	0.9809	0.9529	-0.0482
-0.6829	-0.7492	1.3607	2.1263	-1.502
1.2548	0.9441	1.8437	1.5655	-1.065
1.3297	0.1797	1.8206	1.6118	-1.3463
0.8045	1.2875	0.9386	-2.2063	0.873
4.136	0.8221	0.5361	1.0635	1.191
1.8993	0.4304	0.4925	0.8033	1.0019
4.0455	0.7451	0.2527	0.8028	1.0651
-0.7517	-3.531	-0.5472	0.3367	-2.3535
